neighbourhood,zone,name,address,sections1,sections2
"CANGAÍBA","390a. ZE - SÃO PAULO - CANGAÍBA","EE. PROFESSORA MARIA AUGUSTA CORREA","RUA PROFESSOR LEÔNCIO CORREIA, S/N","Da 4ª à 12ª; 237ª; 247ª; 256ª; 264ª; 269ª; 273ª; 279ª; 301ª; ",""
"CANGAÍBA","390a. ZE - SÃO PAULO - CANGAÍBA","EMEF. CECÍLIA MEIRELES","RUA FREI RICARDO DO PILAR, 60","Da 135ª à 150ª; 304ª; ","139ª; 304ª; "
"CANGAÍBA","390a. ZE - SÃO PAULO - CANGAÍBA","EMEI ALFREDO DA ROCHA VIANA","RUA LUCIANO NOGUEIRA, 360","Da 151ª à 154ª.","153ª; "
"CANINDE","3a. ZE - SÃO PAULO - SANTA IFIGÊNIA","EE. ORESTES GUIMARÃES","RUA CANINDÉ, 153","Da 172ª à 181ª; 201ª; ","180ª; "
"CANINDE","3a. ZE - SÃO PAULO - SANTA IFIGÊNIA","EMEF. INFANTE DOM HENRIQUE","RUA COMENDADOR NESTOR PEREIRA, 285","Da 190ª à 194ª.","190ª; "
"CANINDE","3a. ZE - SÃO PAULO - SANTA IFIGÊNIA","INSTITUTO FEDERAL","RUA PEDRO VICENTE, 625","Da 158ª à 171ª; 206ª; 216ª; Da 218ª à 220ª; 222ª; 225ª; 227ª; ","160ª; 216ª; "
"CANTINHO DO CEU","371a. ZE - SÃO PAULO - GRAJAÚ","CEU. NAVEGANTES","RUA MARIA MOASSAB BARBOUR, S/N","476ª; 490ª; 494ª; 499ª; 518ª; 528ª; 536ª; 546ª; 564ª; 572ª; 579ª; 586ª; 593ª; 597ª; 612ª; 620ª; 634ª; 733ª; 735ª; 743ª; 747ª; 751ª; ","735ª; "
"CAPAO REDONDO","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. MARTINHO DA SILVA","RUA COMENDADOR ANTUNES DOS SANTOS,1800","Da 230ª à 243ª; 311ª; 614ª; ","614ª; "
"CAPAO REDONDO","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. PROFESSOR LEOPOLDO SANTANA","RUA MANOEL DUARTE OLIVEIRA, 151","Da 51ª à 67ª; 262ª; 280ª; 603ª; ","603ª; "
"CAPAO REDONDO","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EMPG. CORONEL MÁRIO RANGEL","AVENIDA COMENDADOR SANTANA, 821","Da 20ª à 35ª; 601ª; ","601ª; "
"CARANDIRU","254a. ZE - SÃO PAULO - VILA MARIA","EE. PROF. NARBAL FONTES","AVENIDA CONCEIÇÃO, 806","Da 185ª à 191ª; 287ª; 402ª; ","187ª; 402ª; "
"CARANDIRU","254a. ZE - SÃO PAULO - VILA MARIA","EMEF. RUI BARBOSA","AV. CONCEIÇÃO, 1385","Da 176ª à 184ª; 286ª; 320ª; 351ª; 369ª; 382ª; 414ª; ","414ª; "
"CASA VERDE","255a. ZE - SÃO PAULO - CASA VERDE","EE. ARY BARROSO","RUA SANTA EUDÓXIA, 630","Da 48ª à 58ª; 365ª; Da 369ª à 370ª; 379ª; 462ª; 489ª; ","489ª; "
"CASA VERDE ALTA","255a. ZE - SÃO PAULO - CASA VERDE","EE. JOAQUIM NABUCO","RUA JOAQUIM AFONSO DE SOUZA, 355","Da 185ª à 202ª; 496ª; ","496ª; "
"CASA VERDE ALTA","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. HUMBERTO DANTAS","RUA MANOEL DIAS DO CAMPO, 464","Da 315ª à 324ª; 383ª; 504ª; 523ª; ","504ª; "
"CASA VERDE ALTA","255a. ZE - SÃO PAULO - CASA VERDE","EMEI VICENTE PAULO DA SILVA","RUA DOUTOR FLEURY SILVEIRA, 295","Da 306ª à 314ª; 384ª; 453ª; ",""
"CASA VERDE BAIXA","255a. ZE - SÃO PAULO - CASA VERDE","EE. PROF. BENEDITO TOLOSA","PRAÇA DIRCEU DE LIMA, 617","Da 85ª à 102ª; 377ª; 456ª; 492ª; ","492ª; "
"CASA VERDE BAIXA","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. PAULO NOGUEIRA FILHO","RUA BRAZELIZA ALVES CARVALHO, 356","Da 107ª à 111ª; 376ª; 452ª; 481ª; ","481ª; "
"CASA VERDE MÉDIA","255a. ZE - SÃO PAULO - CASA VERDE","LICEU CARVALHO PINTO","RUA GUARIZINHO, 587","380ª; 392ª; 394ª; 404ª; 419ª; 427ª; 435ª; 446ª; 457ª; 494ª; 509ª; 519ª; ","394ª; "
"CAXINGUI","346a. ZE - SÃO PAULO - BUTANTÃ","COLÉGIO ANTOINE SAINT EXUPÉRY S/C LTDA","RUA JOSÉ JANNARELLI, 621","Da 395ª à 399ª; 575ª; 604ª; 628ª; 640ª; ","628ª; "
"CAXINGUI","346a. ZE - SÃO PAULO - BUTANTÃ","EMEF. MAL. DEODORO DA FONSECA","PRAÇA IMPRENSA PAULISTA, 30","Da 504ª à 505ª; Da 507ª à 508ª; 536ª; 574ª; ","536ª; "
"CAXINGUI","346a. ZE - SÃO PAULO - BUTANTÃ","EMEI. ANTONIO BENTO","RUA JOÃO BATISTA DE SOUSA FILHO, 405","629ª; 649ª; ","629ª; "
"CENTRO","1a. ZE - SÃO PAULO - BELA VISTA","ANHEMBI MORUMBI - LIB.BADARÓ (ANHANGABAÚ)","RUA LÍBERO BADARÓ, 487","510ª; 513ª; 519ª; ",""
"CENTRO","3a. ZE - SÃO PAULO - SANTA IFIGÊNIA","COLÉGIO DE SÃO BENTO","LARGO DE SÃO BENTO, S/N","Da 1ª à 13ª; 215ª; ","3ª; "
"CERQUEIRA CESAR","5a. ZE - SÃO PAULO - JARDIM PAULISTA","COLÉGIO IAVNE","RUA PADRE JOÃO MANUEL, 727","Da 211ª à 230ª; Da 328ª à 329ª; ","213ª; 328ª; "
"CERQUEIRA CESAR","5a. ZE - SÃO PAULO - JARDIM PAULISTA","COLÉGIO SÃO LUÍS","RUA HADDOCK LOBO, 400","Da 171ª à 210ª; 289ª; Da 300ª à 302ª; Da 304ª à 306ª; 309ª; 312ª; 315ª; Da 324ª à 325ª; 327ª; ","173ª; 300ª; 327ª; "
"CHACARA BELENZINHO","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. PROF. GASTÃO STRANG","RUA MAFALDA, 405","Da 108ª à 117ª; 281ª; ","281ª; "
"CHACARA BELENZINHO","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. PROF. PAULO CAVALCANTI DE ALBUQUERQUE","RUA FÁBIO, 167","Da 36ª à 45ª; 151ª; Da 170ª à 171ª; Da 185ª à 186ª; 276ª; ","276ª; "
"CHACARA CALIFORNIA","253a. ZE - SÃO PAULO - TATUAPÉ","COLÉGIO MARY WARD","RUA GONÇALO NUNES, 310, 366","Da 74ª à 79ª; Da 264ª à 270ª; Da 302ª à 307ª; 400ª; 403ª; 415ª; 566ª; ","566ª; "
"CHACARA CALIFORNIA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROF. ALVINO BITTENCOURT","RUA FRANCISCO MACHADO DE CAMPOS, 294","476ª; 495ª; 517ª; 532ª; 565ª; 588ª; 603ª; 620ª; 642ª; 661ª; ","532ª; 588ª; "
"CHACARA CALIFORNIA","253a. ZE - SÃO PAULO - TATUAPÉ","EMEI QUINTINO BOCAIÚVA","RUA MONTE SERRAT, 468","515ª; 531ª; 550ª; 572ª; 591ª; 621ª; 639ª; ","550ª; "
"CHÁCARA COCAIA","381a. ZE - SÃO PAULO - PARELHEIROS","EE. OTONIEL ASSIS DE HOLANDA","TRAV. ACACIA MIMOSA,S/N","371ª; 375ª; 377ª; 385ª; 395ª; 400ª; 415ª; 423ª; 437ª; 446ª; ","375ª; "
"CHÁCARA CRUZEIRO DO SUL","390a. ZE - SÃO PAULO - CANGAÍBA","CEI CAPITÃO P.M. MÁRIO CALDANA","RUA HEITOR DINIZ CAMPELO, 258","284ª; 293ª; 296ª; 310ª; 321ª; 330ª; ",""
"CHÁCARA CRUZEIRO DO SUL","390a. ZE - SÃO PAULO - CANGAÍBA","EMEF. GUILHERME DE ALMEIDA","RUA FAUSTINO PAGANINI, 647","Da 13ª à 25ª; 274ª; 291ª; 297ª; ","274ª; "
"CHÁCARA CRUZEIRO DO SUL","390a. ZE - SÃO PAULO - CANGAÍBA","EMEI PROFESSOR JOSÉ RUBENS PERES FERNANDES","RUA FAUSTINO PAGANINI, 695","Da 26ª à 30ª; 258ª; 309ª; ","28ª; "
"CHACARA INGLESA","325a. ZE - SÃO PAULO - PIRITUBA","COLEGIO SAO JOAO GUALBERTO","RUA DR. ARGEMIRO COUTO DE BARROS, 194","630ª; 635ª; 640ª; 644ª; 647ª; 658ª; 669ª; 675ª; 680ª; ","644ª; "
"CHACARA INGLESA","259a. ZE - SÃO PAULO - SAÚDE","EE. ÉRICO DE ABREU SODRÉ","RUA PROFA. LUDOVINA CREDIDIO PEIXOTO, 98","Da 173ª à 182ª; 466ª; Da 651ª à 652ª; ","173ª; 174ª; 175ª; 176ª; 177ª; 651ª; 652ª; "
"CHACARA INGLESA","325a. ZE - SÃO PAULO - PIRITUBA","EE. ERMANO MARCHETTI","RUA PEDRO MARIGLIANI, 192","Da 58ª à 65ª; 323ª; 334ª; 343ª; Da 354ª à 355ª; 361ª; 364ª; 371ª; 374ª; 652ª; ","652ª; "
"CHACARA INGLESA","325a. ZE - SÃO PAULO - PIRITUBA","EMEF. PROF. GABRIEL PRESTES","RUA CARLOS ALBERTO DA CUNHA MATTOS, 134","Da 125ª à 136ª; 649ª; ","649ª; "
"CHACARA MAFALDA","4a. ZE - SÃO PAULO - MOÓCA","EE. PROFA. ANNA TEIXEIRA PRADO ZACHARIAS","RUA PAULINA, 149","Da 225ª à 234ª; 403ª; 417ª; ","229ª; "
"CHÁCARA MORRO ALTO","255a. ZE - SÃO PAULO - CASA VERDE","EE. PAULO SETUBAL","AVENIDA DEPUTADO EMÍLIO CARLOS, 1980","Da 281ª à 290ª; Da 371ª à 372ª; 501ª; ","501ª; "
"CHACARA NANI","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. PROFESSORA JOSEPHINA CINTRA DAMIÃO","ESTRADA DO JARARAU,152","319ª; 358ª; 393ª; 437ª; 482ª; 547ª; 608ª; 619ª; 651ª; 675ª; ","608ª; "
"CHACARA SANTA MARIA","20a. ZE - SÃO PAULO - VALO VELHO","CEU. FEITIÇO DA VILA","RUA FEITIÇO DA VILA, 399","Da 322ª à 330ª; 345ª; 348ª; 354ª; 358ª; 362ª; 368ª; 371ª; 375ª; 381ª; 385ª; 389ª; ","322ª; 323ª; 324ª; 325ª; 326ª; 327ª; 328ª; 329ª; 330ª; 345ª; 348ª; 354ª; 358ª; 362ª; 368ª; 371ª; 375ª; 381ª; 385ª; 389ª; "
"CHACARA SANTA MARIA","20a. ZE - SÃO PAULO - VALO VELHO","EE. JOITI HIRATA","RUA LUAR DO SERTÃO, 160","Da 188ª à 201ª.",""
"CHACARA SANTA MARIA","20a. ZE - SÃO PAULO - VALO VELHO","EMEF. PROF. JORGE AMERICANO","RUA FEITIÇO DA VILA, 915","Da 222ª à 238ª.","236ª; 237ª; 238ª; "
"CHACARA SANTANA","372a. ZE - SÃO PAULO - PIRAPORINHA","EMEF BACHAREL MARIO MOURA DE ALBUQUERQUE","RUA HUMBERTO DE ALMEIDA, 69","Da 8ª à 19ª; 177ª; ","177ª; "
"CHACARA SANTO AMARO","381a. ZE - SÃO PAULO - PARELHEIROS","EE. HERMINIO SACCHETTA","AV. PAULO GUILGUER REIMBERG, 9865","289ª; 348ª; 421ª; 512ª; ",""
"CHACARA SANTO ANTONIO (ZONA LESTE)","253a. ZE - SÃO PAULO - TATUAPÉ","COLÉGIO SANTO ANTÔNIO DE LISBOA","RUA SANTA GERTRUDES, 152","Da 67ª à 73ª; Da 158ª à 164ª; 401ª; 411ª; 446ª; ","446ª; "
"CHACARA SANTO ANTONIO (ZONA SUL)","246a. ZE - SÃO PAULO - SANTO AMARO","EMEE ANNE SULLIVAN","RUA RODRIGUES PAIS, 512","267ª; 278ª; 285ª; 295ª; 305ª; ","267ª; "
"CHACARA SANTO ANTONIO (ZONA SUL)","246a. ZE - SÃO PAULO - SANTO AMARO","ESCOLA ESTADUAL PADRE SABÓIA DE MEDEIROS","RUA AMÉRICO BRASILIENSE, 1297","Da 39ª à 44ª; 104ª; 294ª; 302ª; ","104ª; "
"CHACARA SANTO ANTONIO (ZONA SUL)","246a. ZE - SÃO PAULO - SANTO AMARO","ESCOLA PUERI DOMUS","RUA VERBO DIVINO, 993 A","Da 197ª à 205ª; Da 220ª à 231ª; ","220ª; "
"CHACARA SANTO ANTONIO (ZONA SUL)","246a. ZE - SÃO PAULO - SANTO AMARO","UNIP - UNIVERSIDADE PAULISTA","RUA CANCIONEIRO POPULAR, 210","Da 187ª à 196ª; Da 206ª à 219ª; 321ª; ","187ª; "
"CHACARA SONHO AZUL","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. DR. HONÓRIO MONTEIRO","TRAVESSA MAGONDI, 80","288ª; 291ª; 295ª; 300ª; 305ª; 310ª; 326ª; 353ª; 370ª; 388ª; 403ª; 629ª; 644ª; 657ª; 667ª; 677ª; ","288ª; "
"CHACARA TATUAPE","4a. ZE - SÃO PAULO - MOÓCA","COLÉGIO AGOSTINIANO SÃO JOSÉ","RUA MARQUES DE ABRANTES, 365","Da 292ª à 302ª; 305ª; 319ª; 338ª; 411ª; ","411ª; "
"CHACARA VISTA ALEGRE","372a. ZE - SÃO PAULO - PIRAPORINHA","EE. EUGÊNIO MARIZ DE OLIVEIRA NETTO","RUA DONA VIRGÍNIA, 100","318ª; 352ª; 368ª; 394ª; 424ª; 455ª; 483ª; 509ª; 542ª; 583ª; 605ª; 613ª; 642ª; 661ª; ","605ª; "
"CHORA MENINO","249a. ZE - SÃO PAULO - SANTANA","COLÉGIO BRÁS LEME","RUA NOVA DOS PORTUGUESES, 365","460ª; 486ª; 508ª; 542ª; 573ª; 616ª; 624ª; 637ª; ","616ª; "
"CID DOMITILA","320a. ZE - SÃO PAULO - JABAQUARA","EMEF MARINA VIEIRA DE CARVALHO MESQUITA","RUA NESTOR DE CASTRO,223","360ª; 375ª; 388ª; 402ª; 413ª; 450ª; 460ª; 471ª; 480ª; 486ª; 492ª; 499ª; ","360ª; "
"CID VARGAS","320a. ZE - SÃO PAULO - JABAQUARA","EE. SALVADOR MOYA","RUA ITAIARA,51","Da 339ª à 347ª; 349ª; 351ª; 353ª; 355ª; 489ª; 498ª; 550ª; ","339ª; 340ª; 341ª; 342ª; "
"CID VARGAS","320a. ZE - SÃO PAULO - JABAQUARA","EMEI DONA LEONOR MENDES DE BARROS","PRAÇA JOSÉ LUZ, 108","394ª; 404ª; 415ª; 447ª; 451ª; ","394ª; 404ª; "
"CIDADE ADEMAR","351a. ZE - SÃO PAULO - CIDADE ADEMAR","COLÉGIO SÃO FRANCISCO DE ASSIS","RUA PROFESSOR LUIS PARDINI, 104","650ª; 653ª; Da 657ª à 658ª; 661ª; 664ª; 666ª; 669ª; 671ª; 705ª; 721ª; 729ª; ","669ª; "
"CIDADE ADEMAR","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. PROF. JOAO EVANGELISTA COSTA","AV CUPECE, 2672","Da 73ª à 86ª; 676ª; 694ª; ","73ª; "
"CIDADE ADEMAR","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. PROF. JUVENTINA PATRICIA SANT'ANNA","RUA ENGENHEIRO EMILIO SAAD, 50","Da 1ª à 14ª; 696ª; ","2ª; "
"CIDADE ADEMAR","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EM. PROF. ELZA MAIA COSTA FREIRE","RUA DO ESPIGAO, 195","473ª; 477ª; 483ª; 488ª; 495ª; 498ª; 503ª; 510ª; 515ª; 525ª; 533ª; 545ª; 547ª; 724ª; ","547ª; "
"CIDADE ANTONIO ESTEVÃO DE CARVALHO","392a. ZE - SÃO PAULO - PONTE RASA","CEI PADRE ELIAS PEREIRA DE MELO","RUA MANDASSAIA,95","Da 10ª à 11ª; 260ª; 288ª; 306ª; 322ª; 355ª; ","306ª; "
"CIDADE ANTONIO ESTEVÃO DE CARVALHO","392a. ZE - SÃO PAULO - PONTE RASA","EE. PROFESSOR MILTON CRUZEIRO","AV.  DAS ALAMANDAS, 36","Da 12ª à 27ª; 331ª; ","26ª; "
"CIDADE ANTONIO ESTEVÃO DE CARVALHO","392a. ZE - SÃO PAULO - PONTE RASA","EMEF. OITO DE MAIO","RUA CAMBAXIRRA,176","Da 163ª à 173ª; 338ª; 375ª; ","173ª; "
"CIDADE D'ABRIL","403a. ZE - SÃO PAULO - JARAGUÁ","EE. ANA SIQUEIRA DA SILVA","RUA MAURO DE ARAÚJO RIBEIRO, 678","Da 68ª à 80ª; 164ª; 173ª; 180ª; ",""
"CIDADE D'ABRIL","403a. ZE - SÃO PAULO - JARAGUÁ","EMEI. JÚLIO ALVES PEREIRA","RUA CAROLINA CARVALHO, 67","186ª; 197ª; 213ª; 240ª; 262ª; 272ª; ","197ª; "
"CIDADE DUTRA","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","CEU. EMEF CIDADE DUTRA","RUA CRISTINA DE VASCONCELOS CECCATO, 111","715ª; 719ª; 731ª; 753ª; 765ª; 773ª; 775ª; 779ª; 785ª; 792ª; 799ª; 806ª; ","773ª; "
"CIDADE DUTRA","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","CEU. EMEI PROF. MILTON SANTOS","AVENIDA INTERLAGOS, 7350","809ª; 819ª; 827ª; 845ª; 851ª; 869ª; 882ª; ","827ª; "
"CIDADE DUTRA","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. PROFª  BEATRIZ LOPES","RUA GUARUVA, 384","Da 80ª à 95ª; 561ª; ","80ª; "
"CIDADE DUTRA","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EMEF. DR. MIGUEL VIEIRA FERREIRA","PRAÇA ESCOLAR, S/N","Da 96ª à 109ª; 564ª; ","104ª; "
"CIDADE FIM DE SEMANA","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEF. PROCÓPIO FERREIRA","AV. FIM DE SEMANA, 527","Da 146ª à 163ª; 231ª; 262ª; 287ª; 295ª; ","231ª; 295ª; "
"CIDADE JARDIM","346a. ZE - SÃO PAULO - BUTANTÃ","ESCOLA CIDADE JARDIM PLAYPEN","PRAÇA  PROF.  AMÉRICO DE MOURA, 101","Da 476ª à 485ª; 593ª; ","476ª; "
"CIDADE JULIA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. PADRE TIAGO ALBERIONI","AVENIDA  ANGELO CRISTIANINI, 1434","Da 305ª à 319ª; 675ª; 682ª; 686ª; 698ª; Da 702ª à 703ª; ","686ª; "
"CIDADE JULIA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. PROF. JOSE NASCIMENTO","RUA LUISA, 48","Da 107ª à 116ª; Da 410ª à 412ª; Da 414ª à 415ª; 711ª; 716ª; ","107ª; "
"CIDADE JULIA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EMEF. PROF. LILIANE VERZINI SILVA","AV. FRANCESCO MARIA MELANI, S/N","712ª; 718ª; 720ª; 722ª; 726ª; 730ª; 735ª; ","712ª; "
"CIDADE KEMEL","352a. ZE - SÃO PAULO - ITAIM PAULISTA","EMEF. DR. JOSÉ PEDRO LEITE CORDEIRO","RUA DESEMBARGADOR FERNANDO DE ALBUQUERQUE PRADO, 250","208ª; 214ª; 222ª; 228ª; 234ª; 239ª; 253ª; 260ª; 269ª; 276ª; 286ª; 293ª; 319ª; 480ª; 505ª; 530ª; ","480ª; "
"CIDADE LIDER","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EE. FRANCISCO GLYCÉRIO DE FREITAS","RUA COSMO JOSÉ DA SILVA, 322","250ª; 257ª; 265ª; 275ª; 281ª; 296ª; 309ª; ","250ª; 257ª; "
"CIDADE LIDER","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EE. PROF. ASCÂNIO DE AZEVEDO CASTILHO","AV. LÍDER, 2168","Da 141ª à 152ª.","151ª; "
"CIDADE LIDER","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EE. PROFA. LUZIA DE QUEIRÓZ E OLIVEIRA","AV. ITAQUERA, 5912","Da 210ª à 219ª; 238ª; 244ª; 256ª; 263ª; 293ª; ","214ª; "
"CIDADE LIDER","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EMEF. DANYLO JOSÉ FERNANDES","AV. DOUTOR FRANCISCO MUNHOZ FILHO, 431","Da 220ª à 236ª; 249ª; ","249ª; "
"CIDADE MONÇÕES","258a. ZE - SÃO PAULO - INDIANÓPOLIS","COLÉGIO ANHEMBI MORUMBI","RUA MICHIGAN,  962","387ª; 397ª; 416ª; 422ª; Da 427ª à 428ª; 431ª; 440ª; 479ª; 496ª; 508ª; 517ª; Da 533ª à 534ª; 540ª; 545ª; 548ª; 551ª; 554ª; 556ª; 560ª; ","428ª; 533ª; "
"CIDADE MONÇÕES","258a. ZE - SÃO PAULO - INDIANÓPOLIS","COLÉGIO CECI","RUA FLÓRIDA, 943","Da 211ª à 229ª.","221ª; "
"CIDADE MONÇÕES","258a. ZE - SÃO PAULO - INDIANÓPOLIS","EE. OSWALDO ARANHA","AV. PORTUGAL, 859","Da 245ª à 262ª; 322ª; 328ª; 335ª; 353ª; 358ª; 372ª; 410ª; ","372ª; "
"CIDADE MONÇÕES","258a. ZE - SÃO PAULO - INDIANÓPOLIS","TOM JOBIM GURI SANTA MARCELINA","AV. PADRE ANTONIO JOSÉ DOS SANTOS, 1019","Da 263ª à 278ª; 323ª; 336ª; 356ª; 481ª; ","481ª; "
"CIDADE NITRO OPERARIA","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. PROF. DÁRIO DE QUEIROZ","RUA LUÍS ATÍLIO ROSSI, 75","Da 40ª à 52ª; 453ª; 713ª; 768ª; ","768ª; "
"CIDADE NOVA HELIOPOLIS","260a. ZE - SÃO PAULO - IPIRANGA","EMEF. PÉRICLES EUGÊNIO DA SILVA RAMOS","RUA PROF. JOSÉ OZI, 62","362ª; 367ª; 400ª; 406ª; 425ª; 431ª; 438ª; 453ª; 467ª; 490ª; ",""
"CIDADE NOVA SAO MIGUEL","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. DEP. MANOEL DE NÓBREGA","AVENIDA NORDESTINA, 1646","Da 336ª à 344ª; 404ª; ","344ª; "
"CIDADE NOVA SAO MIGUEL","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EMEF. DOM PAULO ROLIM LOUREIRO","RUA JOÃO NICÁRIO ELEUTÉRIO, 374","Da 345ª à 360ª; 410ª; ","353ª; "
"CIDADE PATRIARCA","347a. ZE - SÃO PAULO - VILA MATILDE","EE PROF. JAMIL PEDRO SAWAYA","RUA PALMEIRINA, 189","Da 121ª à 131ª.",""
"CIDADE PATRIARCA","347a. ZE - SÃO PAULO - VILA MATILDE","EE PROF. LUIZ ANTONIO FRAGOSO","AVENIDA ANTONIO ESTEVÃO DE CARVALHO, 1778","214ª; 221ª; 224ª; 231ª; 235ª; 241ª; 247ª; 252ª; 301ª; 321ª; ",""
"CIDADE PATRIARCA","347a. ZE - SÃO PAULO - VILA MATILDE","EMEF. FIRMINO TIBÚRCIO DA COSTA","RUA PEDRO MORCILLA FILHO, 578","Da 196ª à 206ª; 419ª; ","419ª; "
"CIDADE PATRIARCA","347a. ZE - SÃO PAULO - VILA MATILDE","EMEF. JOSÉ BONIFÁCIO","RUA DOUTOR FREDERICO BROTERO, 134","Da 132ª à 134ª; 290ª; 338ª; 376ª; 392ª; 397ª; 422ª; 435ª; ",""
"CIDADE PATRIARCA","347a. ZE - SÃO PAULO - VILA MATILDE","EMEF. VISCONDE DE CAIRU","PRAÇA ARARUVA, S/N","266ª; 275ª; 285ª; 289ª; 308ª; 322ª; 339ª; 359ª; 373ª; 434ª; 459ª; ","373ª; "
"CIDADE SÃO MATEUS","375a. ZE - SÃO PAULO - SÃO MATEUS","EE. CHIBATA MIYAKOSHI","RUA EDUARDO DE MARTINO, 72","Da 102ª à 116ª; 235ª; ","235ª; "
"CIDADE SATÉLITE - JARDIM SANTA BÁRBARA","375a. ZE - SÃO PAULO - SÃO MATEUS","COLÉGIO SATÉLITE","RUA MIMAS, 205","374ª; 381ª; 389ª; 402ª; 416ª; 427ª; 436ª; 449ª; 478ª; 487ª; 491ª; 498ª; 508ª; ","508ª; "
"CIDADE SATÉLITE - JARDIM SANTA BÁRBARA","375a. ZE - SÃO PAULO - SÃO MATEUS","EE. JOÃO SARMENTO PIMENTEL","RUA ALCION, 431","251ª; 279ª; 299ª; 305ª; 313ª; 324ª; 331ª; 339ª; ",""
"CIDADE SATÉLITE - JARDIM SANTA BÁRBARA","375a. ZE - SÃO PAULO - SÃO MATEUS","EE. PROF. WILFREDO PINHEIRO","RUA GALÁXIA, 321","269ª; 275ª; 285ª; 292ª; 298ª; 321ª; 328ª; 332ª; 341ª; 343ª; 347ª; 352ª; 370ª; ",""
"CIDADE SATÉLITE - JARDIM SANTA BÁRBARA","375a. ZE - SÃO PAULO - SÃO MATEUS","EMEF. JOSÉ MARIA WHITAKER","AV. SATÉLITE, 688","Da 149ª à 167ª; 538ª; ","538ª; "
"CIDADE SATÉLITE - JARDIM SANTA BÁRBARA","375a. ZE - SÃO PAULO - SÃO MATEUS","ESCOLA SANTA IZILDINHA","RUA MIMAS,  99","Da 168ª à 183ª; 288ª; 465ª; ","288ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EE. CAMILO CASTELO BRANCO","RUA EDMUNDO ORIOLI, 85","107ª; 294ª; 338ª; 386ª; 452ª; ","452ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EE. FERNANDO PESSOA","RUA PADRE ALDEMAR MOREIRA, 200","Da 137ª à 149ª.","139ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EE. FÚLVIO ABRAMO","RUA JOSE ROMEIRO, S/N","321ª; 323ª; 330ª; 337ª; 342ª; 347ª; 366ª; ","366ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EE. MARIUMA BUAZAR MAUAD","RUA PADRE ALDEMAR MOREIRA, 461","Da 88ª à 96ª.","91ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EE. RUY DE MELLO JUNQUEIRA","AV. DOS METALÚRGICOS, 150","Da 272ª à 287ª; 412ª; 467ª; ","412ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EMEF DR. JOSE AUGUSTO CESAR SALGADO","RUA DOS TEXTEIS, 2907","433ª; 436ª; 442ª; 454ª; 459ª; 477ª; ","433ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EMEF. MAURÍCIO GOULART","RUA RENE DE TOLEDO, 700","319ª; 336ª; 349ª; 367ª; 377ª; 390ª; 401ª; 413ª; 431ª; 476ª; ","367ª; 413ª; "
"CIDADE TIRADENTES","404a. ZE - SÃO PAULO - CIDADE TIRADENTES","EMEF. OSVALDO ARANHA BANDEIRA DE MELLO","AV. DOS METALÚRGICOS, 1155","Da 166ª à 183ª.","179ª; "
